Name,price,type,bairro,address,url,latitude,longitude,tipo_novo
Na Garagem,70,"Hamburgueria, Gourmet fast food",Pinheiros,"Rua Benjamim Egas, 301, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/na-garagem-pinheiros-zona-oeste,-23.5656980000,-46.6886580000,Hamburgueria
Vento Haragano,250,"Bifes, Churrasco",Jardim Paulista,"Avenida Rebouças, 1001, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/vento-haragano-jardim-paulista,-23.5602700000,-46.6715770000,Churrasco
Due Cuochi,250,Italiana,Itaim Bibi,"Rua Manuel Guedes, 93, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/due-cuochi-itaim-bibi,-23.5813560000,-46.6797630000,Italiana
Tian,90,"Tailandesa, Contemporânea, Asiática",Itaim Bibi,"Rua Manuel Guedes, 499, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tian-itaim-bibi,-23.5808810000,-46.6794710000,Asiática
Hamburguer do Seu Oswaldo,30,"Fast food, Hamburgueria",Ipiranga,"Rua Bom Pastor, 1659, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/hamburguer-do-seu-oswaldo-ipiranga,-23.5908333333,-46.6070000000,Hamburgueria
Bolinha,200,"Brasileira, Comida de bar",Jardim Paulista,"Avenida Cidade Jardim, 53, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bolinha-jardim-paulista,-23.5786640000,-46.6815200000,Comida de bar
O'Malley's,80,"Irlandesa, Comida de bar, Bebidas",Jardim Paulista,"Alameda Itu, 1529, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/omalleys-jardim-paulista,-23.5581666667,-46.6660000000,Comida de bar
Pé de Manga,100,"Brasileira, Bebidas",Vila Madalena,"Rua Arapiraca, 152, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/p%C3%A9-de-manga-vila-madalena,-23.5535000000,-46.6941666667,Brasileira
Ruella,120,Francesa,Itaim Bibi,"Rua João Cachoeira, 1507, Vila Olímpia, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ruella-itaim-bibi,-23.5933333333,-46.6748333333,Francesa
12 Burger & Bistro,120,"Contemporânea, Gourmet fast food, Hamburgueria",Pinheiros,"Rua Simão Alvares, 1018, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/12-burger-bistro-pinheiros,-23.5595000000,-46.6920000000,Hamburgueria
Lamen Kazu,80,Japonesa,Liberdade,"Rua Thomaz Gonzaga, 51, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lamen-kazu-liberdade,-23.5578333333,-46.6360000000,Japonesa
Chi Fu,40,Chinesa,Liberdade,"Praça Carlos Gomes, 200, Liberdade, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/chi-fu-liberdade,-23.5545222222,-46.6355138889,Chinesa
Barbosa,30,Brasileira,Santa Cecília,"Rua Eduardo Prado, 430, Santa Cecília, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/barbosa-santa-cec%C3%ADlia,-23.5308333333,-46.6493333333,Brasileira
ICI Brasserie,150,Francesa,Itaim Bibi,"Shopping JK Iguatemi - Piso 3, Avenida Presidente Juscelino Kubitschek, 2041, Vila Olímpia, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ici-brasserie-itaim-bibi,-23.5915000000,-46.6903333333,Francesa
Brown Sugar,150,"Francesa, Italiana, Brasileira, Contemporânea",Jardim Paulista,"Rua Padre João Manuel, 1055, Jardim América, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/brown-sugar-jardim-paulista,-23.5656000000,-46.6663420000,Italiana
La Mar,200,Peruana,Itaim Bibi,"Rua Tabapuã , 1410, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/la-mar-itaim-bibi,-23.5856666667,-46.6843333333,Peruana
Gusta,80,"Espanhola, Mediterrânica",Perdizes,"Rua Desembargador do Vale, 1090, Pompéia, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/gusta-perdizes,-23.5281666667,-46.6905000000,Espanhola
Alto da Harmonia,90,"Brasileira, Comida de bar",Vila Madalena,"Rua Harmonia, 271, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/alto-da-harmonia-pinheiros-zona-oeste,-23.5556666667,-46.6878333333,Comida de bar
Santo Grão,80,"Pastelaria, Brasileira",Jardim Paulista,"Rua Oscar Freire, 413, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/santo-grao-jardim-paulista,-23.5656200000,-46.6656340000,Brasileira
P.J. Clarke's,150,"Americana, Bifes, Hamburgueria",Itaim Bibi,"Rua Doutor Mário Ferraz, 568, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/pj-clarkes-itaim-bibi,-23.5850000000,-46.6850000000,Hamburgueria
Sushi Mar,160,"Japonesa, Sushi",Jardim Paulista,"Alameda Campinas, 1307, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sushi-mar-jardim-paulista,-23.5713820000,-46.6584420000,Japonesa
Attimo,280,"Italiana, Caipira",Moema,"Rua Diogo Jácome, 341, Vila Nova Conceição, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/attimo-moema,-23.5948800000,-46.6664100000,Italiana
Vinil Burger,50,Hamburgueria,Pinheiros,"Rua Padre Carvalho, 18, Pinheiros, S&atilde;o Paulo",https://www.zomato.com/pt/sao-paulo-sp/vinil-burger-pinheiros-zona-oeste,-23.5592670000,-46.6965330000,Hamburgueria
Ramona,100,"Brasileira, Americana",República,"Avenida São Luis, 282, Centro, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ramona-rep%C3%BAblica-centro,-23.5475000000,-46.6428333333,Americana
Rock'n'Roll Burger,60,"Americana, Hamburgueria",Consolação,"Rua Augusta, 538, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rock-n-roll-burger-consola%C3%A7%C3%A3o-centro,-23.5516666667,-46.6513333333,Hamburgueria
Peixaria Bar e Venda,120,Marisqueira,Vila Madalena,"Rua Inácio Pereira da Rocha, 112, Vila Madalena, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/peixaria-bar-e-venda-pinheiros-zona-oeste,-23.5591666667,-46.6881666667,Comida de bar
Yashiro,150,Asiática,Pinheiros,"Rua Fernão Dias, 525, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/yashiro-pinheiros,-23.5658680000,-46.6954090000,Asiática
Obá,100,"Mexicana, Tailandesa, Brasileira",Jardim Paulista,"Rua Melo Alves, 205, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ob%C3%A1-jardim-paulista,-23.5596666667,-46.6693333333,Brasileira
Cold Stone Creamery,40,Gelados,Moema,"Rua Gaivota, 1350, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cold-stone-creamery-moema-zona-sul,-23.6067370000,-46.6707030000,Sobremesa
D'Lucca Gelato,30,"Gelados, Sobremesa",Itaim Bibi,"Rua Leopoldo Couto de Magalhães, 482, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/dlucca-gelato-itaim-bibi,-23.5872870000,-46.6773040000,Sobremesa
General Prime Burger,100,Americana,Itaim Bibi,"Rua Joaquim Floriano, 541, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/general-prime-burger-1-itaim-bibi,-23.5847850000,-46.6754240000,Americana
Maripili,180,"Espanhola, Tapas",Santo Amaro,"Rua Alexandre Dumas, 1152, Chácara Santo Antônio, Santo Amaro, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/maripili-santo-amaro,-23.6330250000,-46.7024340000,Espanhola
Acrópoles,110,Grega,Bom Retiro,"Rua da Graça, 364, Bom Retiro, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/acr%C3%B3poles-bom-retiro,-23.5280000000,-46.6393333333,Grega
La Peruana Cevicheria,70,"Peruana, Sul Americana",Jardim Paulista,"Alameda Campinas, 1357, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/la-peruana-cevicheria-jardim-paulista,-23.5716000000,-46.6588420000,Americana
Zucco,120,Italiana,Jardim Paulista,"Rua Haddock Lobo, 1416, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/zucco-jardim-paulista-zona-oeste,-23.5631810000,-46.6672670000,Italiana
Tasca da Esquina,160,Portuguesa,Jardim Paulista,"Alameda Itú, 225, Jardim Paulista, São Paulo 01423-001",https://www.zomato.com/pt/sao-paulo-sp/tasca-da-esquina-jardim-paulista-zona-oeste,-23.5664060000,-46.6567340000,Portuguesa
Rong He,80,Chinesa,Liberdade,"Rua da Glória, 622 A, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rong-he-liberdade,-23.5588140000,-46.6340270000,Chinesa
Praça São Lourenço,150,Mediterrânica,Itaim Bibi,"Rua Casa do Ator, 608, Vila Olímpia, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/praca-sao-lourenco-itaim-bibi-zona-oeste,-23.5988333333,-46.6791666667,Internacional
Z Deli,100,"Brasileira, Delicatessen",Pinheiros,"Alameda Gabriel Monteiro da Silva, 1350, Jardim América, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/z-deli-pinheiros-zona-oeste,-23.5709500000,-46.6810190000,Brasileira
Hocca Bar,70,Brasileira,Sé,"Mercado Municipal Paulistano, Rua da Cantareira, 306, Sé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/hocca-bar-1-s%C3%A9,-23.5419860000,-46.6295070000,Brasileira
Capim Santo,200,"Marisqueira, Brasileira",Jardim Paulista,"Alameda Ministro Rocha Azevedo, 471, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/capim-santo-jardim-paulista,-23.5621666667,-46.6601666667,Brasileira
Lellis Tratoria,110,Italiana,Jardim Paulista,"Rua Bela Cintra, 1855, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/lellis-tratoria-jardim-paulista-zona-oeste,-23.5616666667,-46.6668333333,Italiana
Figone,50,"Americana, Hamburgueria",Vila Mariana,"Rua Mairinque, 25, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/figone-vila-mariana,-23.5933333333,-46.6381666667,Hamburgueria
Cantinho Português,160,Portuguesa,Moema,"Avenida dos Imarés, 656, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cantinho-portugu%C3%AAs-moema,-23.6143960000,-46.6638440000,Portuguesa
O Gato que Ri,175,"Italiana, Internacional",República,"Largo do Arouche, 371/391, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/o-gato-que-ri-rep%C3%BAblica-centro,-23.5410444444,-46.6448777778,Italiana
Serafina,150,Italiana,Itaim Bibi,"Rua Pedroso Alvarenga, 1051, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/serafina-itaim-bibi,-23.5824080000,-46.6804960000,Italiana
Margherita,100,"Italiana, Pizza",Jardim Paulista,"Alameda Tietê, 255, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/margherita-jardim-paulista-zona-oeste,-23.5621920000,-46.6657920000,Pizza
Sujinho,60,"Brasileira, Comida de bar",Consolação,"Rua da Consolação, 2063, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sujinho-1-consola%C3%A7%C3%A3o-centro,-23.5533333333,-46.6601666667,Comida de bar
Corrientes 348,160,"Argentina, Churrasco, Bifes",Itaim Bibi,"Rua Comendador Miguel Calfat, 348, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/corrientes-348-itaim-bibi,-23.5809920000,-46.6877640000,Churrasco
Museo Veronica,100,"Espanhola, Tapas",Moema,"Rua Tuim, 370, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/museo-veronica-moema,-23.6001670000,-46.6689330000,Espanhola
Quintal do Bráz,100,Pizza,Vila Mariana,"Rua Gandavo, 447, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/quintal-do-braz-vila-mariana-zona-sul,-23.5920000000,-46.6436666667,Pizza
Jazz Restô e Burgers,70,Americana,Vila Mariana,"Largo Dona Ana Rosa, 33, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/jazz-resto-e-burgers-vila-mariana-zona-sul,-23.5806666667,-46.6391666667,Americana
Fresto,80,"Gourmet fast food, Hamburgueria",Itaim Bibi,"Rua Iguatemi, 512, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/fresto-itaim-bibi,-23.5823333333,-46.6836666667,Hamburgueria
Lá da Venda,55,"Pastelaria, Brasileira",Vila Madalena,"Rua Harmonia, 161, Vila Madalena, São Paulo 05435000",https://www.zomato.com/pt/sao-paulo-sp/la-da-venda-pinheiros-zona-oeste,-23.5565000000,-46.6871666667,Brasileira
Gopala Madhava,60,"Indiana, Vegetariana",Consolação,"Rua Antônio Carlos, 413, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/gopala-madhava-consola%C3%A7%C3%A3o,-23.5555290000,-46.6585310000,Vegetariana
Ludus Luderia,80,"Brasileira, Comida de bar","Bela Vista, Centro","Rua Treze de Maio, 972, Bela Vista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ludus-luderia-bela-vista,-23.5617840000,-46.6461070000,Comida de bar
Artesão Forneria e Pizzas,90,Pizza,Perdizes,"Rua Caraíbas, 432, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/artes%C3%A3o-forneria-e-pizzas-perdizes,-23.5318333333,-46.6818333333,Pizza
Aoyama,150,"Sushi, Japonesa",Moema,"Alameda dos Arapanés, 532, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/aoyama-moema-zona-sul,-23.6018333333,-46.6618333333,Japonesa
La Tartine,120,Francesa,Consolação,"Rua Fernando Albuquerque, Cerqueira César, 267, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/la-tartine-consola%C3%A7%C3%A3o-centro,-23.5533333333,-46.6586666667,Francesa
Tartar & Co,180,"Francesa, Churrasco",Pinheiros,"Avenida Pedroso de Morais, 1003, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tartar-co-pinheiros,-23.5608333333,-46.6930000000,Francesa
Taormina - Ristorante Siciliano,80,Italiana,Jardim Paulista,"Alameda Itú, 251, Jardim Paulista, São Paulo 01421000",https://www.zomato.com/pt/sao-paulo-sp/taormina-ristorante-siciliano-jardim-paulista,-23.5662370000,-46.6569620000,Italiana
Cantina Gigio,150,Italiana,Brás,"Rua do Gasômetro, 254, Brás, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/cantina-gigio-br%C3%A1s,-23.5443333333,-46.6238333333,Italiana
Joakins,70,Americana,Itaim Bibi,"Rua Joaquim Floriano, 163, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/joakins-itaim-bibi,-23.5838333333,-46.6723333333,Americana
Bagatelle,250,Francesa,Jardim Paulista,"Rua Padre João Manoel, 950, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bagatelle-jardim-paulista,-23.5653333333,-46.6658333333,Francesa
Rex,150,"Contemporânea, Comida de bar",Jardim Paulista,"Rua da Consolação, 3193, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rex-jardim-paulista-zona-oeste,-23.5596210000,-46.6672000000,Comida de bar
Pita,75,"Árabe, Kebab, Fast food",Pinheiros,"Rua Francisco Leitão, 282, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/pita-pinheiros,-23.5623333333,-46.6806666667,Árabe
Salve Jorge,150,Bebidas,Sé,"Praça Antônio Prado, 33, Sé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/salve-jorge-s%C3%A9,-23.5456250000,-46.6346472222,Bebidas
Gelatte di Gàbi,25,"Sobremesa, Gelados",Santana,"Avenida Braz Leme, 2371, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/gelatte-di-g%C3%A1bi-santana,-23.5033916667,-46.6376583333,Sobremesa
Padoca do Maní,60,"Pastelaria, Padaria, Brasileira",Pinheiros,"Rua Joaquim Antunes, 138, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/padoca-do-man%C3%AD-pinheiros,-23.5668180000,-46.6793240000,Padaria
Serafim,150,"Brasileira, Comida de bar",Moema,"Alameda dos Anapurus, 1184, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/serafim-2-moema-zona-sul,-23.6093333333,-46.6598333333,Comida de bar
Bra.do,80,Contemporânea,Pinheiros,"Rua Joaquim Antunes, 381, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/brado-pinheiros-zona-oeste,-23.5651666667,-46.6808333333,Contemporânea
Mimo,130,Brasileira,Jardim Paulista,"Rua Caconde, 118, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mimo-jardim-paulista-zona-oeste,-23.5748333333,-46.6581666667,Brasileira
Lanchonete da Cidade,100,"Fast food, Americana",Jardim Paulista,"Alameda Tietê, 110, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/lanchonete-da-cidade-jardim-paulista-zona-oeste,-23.5631666667,-46.6645000000,Americana
Mestiço,160,"Contemporânea, Internacional",Jardim Paulista,"Rua Fernando de Albuquerque, 277, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mestico-jardim-paulista,-23.5530000000,-46.6586666667,Contemporânea
St. Louis,85,"Americana, Fast food",Jardim Paulista,"Rua Batataes, 242, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/st-louis-jardim-paulista,-23.5712590000,-46.6561870000,Americana
Frida e Mina,35,Sobremesa,Pinheiros,"Rua Artur de Azevedo, 1147, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/frida-e-mina-pinheiros-zona-oeste,-23.5633333333,-46.6826666667,Sobremesa
Leckerhaus,60,"Alemã, Sobremesa, Pastelaria",Jardim Paulista,"Rua Doutor Melo Alves, 293, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/leckerhaus-jardim-paulista,-23.5578333333,-46.6683333333,Pastelaria
Tavares,90,Contemporânea,Jardim Paulista,"Rua da Consolação, 3212, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tavares-jardim-paulista,-23.5608333333,-46.6683333333,Contemporânea
Brasil a Gosto,180,Brasileira,Jardim Paulista,"Rua Professor Azevedo Amaral, 70, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/brasil-a-gosto-jardim-paulista-zona-oeste,-23.5688650000,-46.6650760000,Brasileira
Kawa Sushi,120,"Sushi, Japonesa",Jardim Paulista,"Alameda Lorena, 300, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/kawa-sushi-jardim-paulista,-23.5716380000,-46.6574180000,Japonesa
Riviera Bar,100,"Internacional, Bebidas",Consolação,"Avenida Paulista, 2584, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/riviera-bar-consola%C3%A7%C3%A3o,-23.5549980000,-46.6632090000,Internacional
Maria Escaleira,80,Europeia,Pinheiros,"Rua Mourato Coelho, 53, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/maria-escaleira-pinheiros,-23.5664060000,-46.6855980000,Outros
La Casserole,160,Francesa,República,"Largo do Arouche, 346, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/la-casserole-rep%C3%BAblica-centro,-23.5413333333,-46.6456666667,Francesa
Café Girondino,120,"Contemporânea, Pastelaria",Sé,"Rua Boa Vista, 365, Sé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/caf%C3%A9-girondino-s%C3%A9,-23.5443222222,-46.6342361111,Contemporânea
Exquisito!,130,"Mexicana, Bebidas",Consolação,"Rua Bela Cintra, 532, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/exquisito-consola%C3%A7%C3%A3o,-23.5532080000,-46.6576730000,Bebidas
Biyou'Z Restaurante Afro,55,Africana,Santa Cecília,"Alameda Barão de Limeira, 19 A, Santa Cecília, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/biyouz-restaurante-afro-santa-cec%C3%ADlia,-23.5401470000,-46.6430170000,Africana
MoDi Gastronomia,140,Italiana,Consolação,"Rua Alagoas, 475, Higienópolis, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/modi-gastronomia-consola%C3%A7%C3%A3o,-23.5464820000,-46.6587930000,Italiana
Pé no Parque,70,Comida saudável,Moema,"Rua Inhambu, 240, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/pe-no-parque-moema-zona-sul,-23.5976666667,-46.6648333333,Comida saudável
Cadillac Burger,110,"Americana, Hamburgueria",Mooca,"Rua Juventus, 296, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cadillac-burger-mooca,-23.5700000000,-46.5918333333,Hamburgueria
Jun Sakamoto,500,"Sushi, Japonesa",Jardim Paulista,"Rua Lisboa, 55, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/jun-sakamoto-jardim-paulista,-23.5628860000,-46.6768560000,Japonesa
Minato Izakaya,160,Japonesa,Pinheiros,"Rua dos Pinheiros, 1308, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/minato-izakaya-pinheiros-zona-oeste,-23.5681570000,-46.6903900000,Japonesa
Don Curro,400,Espanhola,Pinheiros,"Rua Alves Guimarães, 230, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/don-curro-pinheiros,-23.5598333333,-46.6753333333,Espanhola
Halim,130,Árabe,Vila Mariana,"Rua Doutor Rafael de Barros, 56, Paraíso, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/halim-vila-mariana-zona-sul,-23.5721666667,-46.6448333333,Árabe
Restaurante Emiliano - Emiliano,250,"Italiana, Contemporânea",Jardim Paulista,"Emiliano, Rua Oscar Freire, 384, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/restaurante-emiliano-jardim-paulista,-23.5662690000,-46.6654510000,Italiana
Bullguer,50,Hamburgueria,Vila Madalena,"Rua Fradique Coutinho, 1136, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bullguer-vila-madalena,-23.5575420000,-46.6902660000,Hamburgueria
Porto Brazil,100,"Brasileira, Comida de bar",Vila Mariana,"Rua Doutor Álvaro Alvim, 210, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/porto-brazil-vila-mariana,-23.5898900000,-46.6413780000,Comida de bar
Killa,100,Peruana,Perdizes,"Rua Padre Chico, 324, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/killa-perdizes,-23.5296666667,-46.6828333333,Peruana
